Vertex,Edge,Visits,Greedy,Backtracking,GreedyBacktracking,B&B1,B&B2,B&B3
6100,10000,10,0.020775825,0.776090188,0.281097458,0.24829692,0.270138034
6200,10000,10,0.022210714,1.06217089,0.285851903,0.258209144,0.27619928
6300,10000,10,0.021487647,0.775878987,0.297582305,0.252718432,0.274125901
6400,10000,10,0.021665113,0.855077042,0.279462125,0.25778381,0.279911902
6500,10000,10,0.020992403,0.957794078,0.294053504,0.255493365,0.275944079
6600,10000,10,0.021953069,1.825449743,0.300535683,0.2698535,0.292894837
6700,10000,10,0.021523825,1.265714916,0.301124305,0.267202256,0.292474393
6800,10000,10,0.022989514,1.233775312,0.305122927,0.267462834,0.290972037
6900,10000,10,0.022909825,1.718469596,0.343964177,0.285649014,0.303129727
7000,10000,10,0.022173069,0.762238497,0.313422306,0.295597904,0.299495816
7100,10000,10,0.022864847,1.548302997,0.328564664,0.287197325,0.308278217
7200,10000,10,0.022991469,0.62125319,0.307936483,0.277952435,0.296499904
7300,10000,10,0.023659292,1.302953587,0.297175549,0.277628302,0.301206439
7400,10000,10,0.022617958,1.09165285,0.308786661,0.276925768,0.301141905
7500,10000,10,0.022737736,1.299585632,0.314307196,0.277293902,0.300824127
7600,10000,10,0.023218314,1.15625708,0.305880706,0.278910169,0.304117772
7700,10000,10,0.023581558,1.367176484,0.318781018,0.281420124,0.306662439
7800,10000,10,0.02347058,1.498835257,0.324193996,0.294424571,0.314169818
7900,10000,10,0.024087559,0.992028037,0.316376662,0.295159371,0.30748035
8000,10000,10,0.024310981,0.820379127,0.310858084,0.287763459,0.309808928
8100,10000,10,0.024191692,1.195133041,0.316796618,0.289523459,0.319333952
8200,10000,10,0.024363781,1.327148702,0.333880842,0.350989022,0.337911732
8300,10000,10,0.025985426,1.385245332,0.327489108,0.29946355,0.320854397
8400,10000,10,0.025034536,1.152453524,0.339313377,0.303359994,0.326900974
8500,10000,10,0.023997114,1.842835612,0.33268942,0.303738394,0.327124397
8600,10000,10,0.025200269,1.990127586,0.33886311,0.301775994,0.336516932
8700,10000,10,0.024416581,1.433955293,0.337826176,0.296558571,0.324822708
8800,10000,10,0.025255025,1.61056496,0.329372309,0.30073906,0.322201774
8900,10000,10,0.025179248,1.199793619,0.334325243,0.297638038,0.320691108
9000,10000,10,0.024596981,1.127930365,0.331905242,0.299178038,0.325872841
9100,10000,10,0.025190003,0.936340163,0.331521953,0.301990127,0.323015774
9200,10000,10,0.024504092,1.882176995,0.338997555,0.302648661,0.327713019
9300,10000,10,0.02465467,1.26174905,0.332747109,0.306543639,0.328824264
9400,10000,10,0.025200759,1.797740495,0.331167509,0.301769638,0.327578086
9500,10000,10,0.02481747,0.976792791,0.321017196,0.304381283,0.32906333
9600,10000,10,0.024589648,1.212918332,0.335680443,0.302022394,0.331858798
9700,10000,10,0.025137204,1.33608608,0.329747776,0.306332439,0.326118263
9800,10000,10,0.024322715,1.872857305,0.326375908,0.292856215,0.325401553
9900,10000,10,0.025005203,1.582787267,0.335332354,0.301038261,0.322663285
10000,10000,10,0.024451292,1.543623352,0.326043463,0.307442705,0.334243598
10100,10000,10,0.024863426,1.806931608,0.33620942,0.307294573,0.330550531
10200,10000,10,0.024832626,2.650177536,0.331373819,0.315105063,0.34129191
