Vertex,Edge,Visits,Greedy,Backtracking,GreedyBacktracking,B&B1,B&B2,B&B3
300,10000,10,0.033712804,0.104936591,0.086210677,0.059169252,0.060901386
400,10000,10,0.005392445,0.063238764,0.105304725,0.066852631,0.070328142
500,10000,10,0.010817157,0.127383438,0.114138458,0.073137298,0.079874677
600,10000,10,0.006168312,0.064249786,0.095783123,0.074783388,0.079486499
700,10000,10,0.006467512,0.129081349,0.104542546,0.090231789,0.09537099
800,10000,10,0.006681156,0.137910684,0.105745702,0.086234633,0.088783211
900,10000,10,0.007141201,0.197645581,0.123681082,0.088744589,0.094991123
1000,10000,10,0.007371957,0.159993798,0.116872326,0.089742411,0.095342634
1100,10000,10,0.007524001,0.195082824,0.125581393,0.092236722,0.098782946
1200,10000,10,0.007998712,0.161544554,0.121902505,0.09833219,0.107590769
1300,10000,10,0.008177157,0.209798382,0.125388771,0.101484058,0.111904725
1400,10000,10,0.008881157,0.18147949,0.127211839,0.10495908,0.113413925
1500,10000,10,0.009019023,0.308687906,0.145986641,0.111158192,0.118738415
1600,10000,10,0.009219468,0.306276706,0.142983396,0.113373837,0.121485482
1700,10000,10,0.009629157,0.356916312,0.155541976,0.114842948,0.12430686
1800,10000,10,0.010588845,0.304010706,0.149135575,0.124770327,0.133455439
1900,10000,10,0.010228535,0.306770483,0.151211397,0.128963039,0.136922151
2000,10000,10,0.010680268,0.346544044,0.160202554,0.129813217,0.137939529
2100,10000,10,0.010834757,0.306805195,0.156936286,0.131906639,0.14524353
2200,10000,10,0.011416535,0.447745035,0.1749582,0.141802729,0.152443886
2300,10000,10,0.011395024,0.403513785,0.16238202,0.14117744,0.149778464
2400,10000,10,0.012081912,0.320853907,0.171070555,0.143864374,0.155497486
2500,10000,10,0.011981201,0.443141657,0.176495266,0.148413974,0.159633976
2600,10000,10,0.012159646,0.494224685,0.187285535,0.148397352,0.164061843
2700,10000,10,0.012530713,0.524050333,0.184074513,0.157934109,0.170036555
2800,10000,10,0.013191202,0.383796404,0.185742601,0.154252775,0.179118645
2900,10000,10,0.012927691,0.527382601,0.197020781,0.159624198,0.173099933
3000,10000,10,0.013906935,0.455171746,0.201915537,0.161508865,0.175306289
3100,10000,10,0.013929424,0.526560778,0.217593716,0.174373978,0.185683935
3200,10000,10,0.014504357,0.500580241,0.199992736,0.171050511,0.182128245
3300,10000,10,0.014584046,0.47646335,0.219755094,0.176225889,0.189992024
3400,10000,10,0.014853424,0.358790712,0.201230603,0.1748878,0.196717181
3500,10000,10,0.014776669,0.529102023,0.219993673,0.179771312,0.19568758
3600,10000,10,0.015052402,0.449572501,0.211455716,0.186551712,0.199372336
3700,10000,10,0.01563858,0.584815319,0.21605225,0.187281624,0.203204248
3800,10000,10,0.015410269,0.51084202,0.20921856,0.190450602,0.203623226
3900,10000,10,0.016031158,0.546032736,0.229766074,0.191697269,0.207901493
4000,10000,10,0.016372891,0.666879729,0.224932918,0.196204336,0.211182916
4100,10000,10,0.016111824,0.821782727,0.233116918,0.201175358,0.214355316
4200,10000,10,0.016653513,0.860685576,0.239842075,0.205906337,0.220684962
4300,10000,10,0.017224536,0.359933734,0.22309225,0.201839759,0.220377939
4400,10000,10,0.017301291,0.548043536,0.236622741,0.206199182,0.221937006
4500,10000,10,0.017078847,0.702157956,0.233807719,0.210907183,0.226518385
4600,10000,10,0.017704625,0.829125349,0.248112609,0.210737049,0.228032474
4700,10000,10,0.017513468,1.036820043,0.252247143,0.21978345,0.239417719
4800,10000,10,0.017827336,1.098183429,0.252619188,0.217843539,0.23480163
4900,10000,10,0.018367558,0.67575013,0.249355365,0.219793717,0.238824697
5000,10000,10,0.018473647,1.142689434,0.260002878,0.223465272,0.241719897
5100,10000,10,0.018859869,1.124431387,0.258431588,0.225828562,0.24580652
5200,10000,10,0.018882847,0.612495233,0.265282389,0.228307718,0.248569721
5300,10000,10,0.018752313,0.985767814,0.262055722,0.234748341,0.252547321
5400,10000,10,0.018966447,0.723571292,0.265750256,0.233333985,0.251432654
5500,10000,10,0.019676802,1.264633494,0.270428434,0.24942381,0.266624878
5600,10000,10,0.01989778,0.851535041,0.283858703,0.236793852,0.256385588
5700,10000,10,0.020279114,1.202622819,0.277212747,0.245166076,0.265228123
5800,10000,10,0.019886047,1.115378142,0.275053324,0.24445572,0.266465989
5900,10000,10,0.02043018,1.378638486,0.281698303,0.245652521,0.268374123
6000,10000,10,0.020719602,0.920444917,0.284952347,0.248568743,0.271774346
